No.,Player,Pos,Ht,Wt,Birth.Date,Birth,Exp,College,Team,Season,full_name,is_on_draft_team,is_champion
3,Cal Bowdler,SF,6-10,245,"March 31, 1977",us US,1,Old Dominion,ATL,2001,Atlanta Hawks,TRUE,FALSE
30,Ira Bowman,PG,6-5,195,"June 11, 1973",us US,1,"Providence, Penn",ATL,2001,Atlanta Hawks,FALSE,FALSE
2,Sean Colson,PG,6-0,175,"July 1, 1975",us US,R,"Rhode Island, UNC Charlotte",ATL,2001,Atlanta Hawks,TRUE,FALSE
4,Chris Crawford,PF,6-9,235,"May 13, 1975",us US,3,Marquette,ATL,2001,Atlanta Hawks,TRUE,FALSE
5,Dion Glover,SG,6-5,228,"October 22, 1978",us US,1,Georgia Tech,ATL,2001,Atlanta Hawks,TRUE,FALSE
44,Alan Henderson,PF,6-9,235,"December 2, 1972",us US,5,Indiana,ATL,2001,Atlanta Hawks,TRUE,FALSE
22,Jim Jackson,SF,6-6,220,"October 14, 1970",us US,8,Ohio State,ATL,2001,Atlanta Hawks,FALSE,FALSE
10,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,3,College of Charleston,ATL,2001,Atlanta Hawks,FALSE,FALSE
1,DerMarr Johnson,SF,6-9,201,"May 5, 1980",us US,R,Cincinnati,ATL,2001,Atlanta Hawks,TRUE,FALSE
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,3,Stanford,ATL,2001,Atlanta Hawks,FALSE,FALSE
7,Toni Kukoč,SF,6-10,192,"September 18, 1968",hr HR,7,,ATL,2001,Atlanta Hawks,FALSE,FALSE
12,Matt Maloney,PG,6-3,192,"December 6, 1971",us US,4,"Vanderbilt, Penn",ATL,2001,Atlanta Hawks,FALSE,FALSE
7,Roshown McLeod,SF,6-8,221,"November 17, 1975",us US,2,"St. John's, Duke",ATL,2001,Atlanta Hawks,TRUE,FALSE
34,Anthony Miller,PF,6-9,225,"October 22, 1971",us US,6,Michigan State,ATL,2001,Atlanta Hawks,FALSE,FALSE
14,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,2,Kentucky,ATL,2001,Atlanta Hawks,FALSE,FALSE
13,Hanno Möttölä,SF,6-11,247,"September 9, 1976",fi FI,R,Utah,ATL,2001,Atlanta Hawks,TRUE,FALSE
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,9,Georgetown,ATL,2001,Atlanta Hawks,FALSE,FALSE
24,Andy Panko,SF,6-9,222,"November 27, 1977",us US,R,Lebanon Valley College,ATL,2001,Atlanta Hawks,TRUE,FALSE
20,Larry Robinson,PG,6-3,180,"January 11, 1968",us US,5,Centenary (LA),ATL,2001,Atlanta Hawks,FALSE,FALSE
24,Pepe Sánchez,PG,6-4,195,"May 8, 1977",ar AR,R,Temple,ATL,2001,Atlanta Hawks,TRUE,FALSE
14,Tony Smith,SG,6-3,185,"June 14, 1968",us US,8,Marquette,ATL,2001,Atlanta Hawks,FALSE,FALSE
31,Jason Terry,SG,6-2,185,"September 15, 1977",us US,1,Arizona,ATL,2001,Atlanta Hawks,TRUE,FALSE
42,Lorenzen Wright,C,6-11,225,"November 4, 1975",us US,4,Memphis,ATL,2001,Atlanta Hawks,FALSE,FALSE
3,Shareef Abdur-Rahim,PF,6-9,225,"December 11, 1976",us US,5,California,ATL,2002,Atlanta Hawks,FALSE,FALSE
6,Cal Bowdler,PF,6-10,245,"March 31, 1977",us US,2,Old Dominion,ATL,2002,Atlanta Hawks,TRUE,FALSE
4,Chris Crawford,PF,6-9,235,"May 13, 1975",us US,4,Marquette,ATL,2002,Atlanta Hawks,TRUE,FALSE
15,Emanual Davis,PG,6-4,195,"August 27, 1968",us US,4,Delaware State University,ATL,2002,Atlanta Hawks,FALSE,FALSE
5,Dion Glover,SG,6-5,228,"October 22, 1978",us US,2,Georgia Tech,ATL,2002,Atlanta Hawks,TRUE,FALSE
44,Alan Henderson,PF,6-9,235,"December 2, 1972",us US,6,Indiana,ATL,2002,Atlanta Hawks,TRUE,FALSE
1,DerMarr Johnson,SF,6-9,201,"May 5, 1980",us US,1,Cincinnati,ATL,2002,Atlanta Hawks,TRUE,FALSE
7,Toni Kukoč,SF,6-10,192,"September 18, 1968",hr HR,8,,ATL,2002,Atlanta Hawks,FALSE,FALSE
2,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,3,Kentucky,ATL,2002,Atlanta Hawks,FALSE,FALSE
13,Hanno Möttölä,C,6-11,247,"September 9, 1976",fi FI,1,Utah,ATL,2002,Atlanta Hawks,TRUE,FALSE
14,Ira Newble,SF,6-7,220,"January 20, 1975",us US,1,Miami University,ATL,2002,Atlanta Hawks,FALSE,FALSE
